# 
# simt, lat, lon
388.00000000,52.16066103,5.24327183
388.50000000,52.16103506,5.24204142
389.00000000,52.16140045,5.24080413
389.50000000,52.16175715,5.23956010
390.00000000,52.16210511,5.23830950
390.50000000,52.16244429,5.23705250
391.00000000,52.16277463,5.23578925
391.50000000,52.16309611,5.23451993
392.00000000,52.16340868,5.23324469
392.50000000,52.16371229,5.23196371
393.00000000,52.16400690,5.23067715
393.50000000,52.16429249,5.22938519
394.00000000,52.16456901,5.22808798
394.50000000,52.16483655,5.22678577
395.00000000,52.16510099,5.22548187
395.50000000,52.16536542,5.22417794
396.00000000,52.16562983,5.22287401
396.50000000,52.16589422,5.22157005
397.00000000,52.16615861,5.22026608
397.50000000,52.16642297,5.21896210
398.00000000,52.16668733,5.21765810
398.50000000,52.16695166,5.21635408
399.00000000,52.16721599,5.21505005
399.50000000,52.16748030,5.21374601
400.00000000,52.16774459,5.21244194
400.50000000,52.16800887,5.21113787
401.00000000,52.16827314,5.20983377
401.50000000,52.16853739,5.20852967
402.00000000,52.16880163,5.20722554
402.50000000,52.16906585,5.20592140
403.00000000,52.16933006,5.20461725
403.50000000,52.16959426,5.20331308
404.00000000,52.16985844,5.20200889
404.50000000,52.17012260,5.20070469
405.00000000,52.17038675,5.19940047
405.50000000,52.17065089,5.19809624
406.00000000,52.17091501,5.19679199
406.50000000,52.17117912,5.19548773
407.00000000,52.17144322,5.19418345
407.50000000,52.17170730,5.19287916
408.00000000,52.17197136,5.19157485
408.50000000,52.17223541,5.19027052
409.00000000,52.17249945,5.18896618
409.50000000,52.17276347,5.18766182
410.00000000,52.17302748,5.18635745
410.50000000,52.17329147,5.18505307
411.00000000,52.17355545,5.18374866
411.50000000,52.17381941,5.18244424
412.00000000,52.17408336,5.18113981
412.50000000,52.17434730,5.17983536
413.00000000,52.17461122,5.17853090
413.50000000,52.17487513,5.17722642
414.00000000,52.17513902,5.17592192
414.50000000,52.17540290,5.17461741
415.00000000,52.17566676,5.17331288
415.50000000,52.17593061,5.17200834
416.00000000,52.17619444,5.17070378
416.50000000,52.17645826,5.16939921
417.00000000,52.17672207,5.16809462
417.50000000,52.17698586,5.16679002
418.00000000,52.17724964,5.16548540
418.50000000,52.17751340,5.16418076
419.00000000,52.17777715,5.16287611
419.50000000,52.17804088,5.16157145
420.00000000,52.17830460,5.16026677
420.50000000,52.17856831,5.15896207
421.00000000,52.17883200,5.15765736
421.50000000,52.17909567,5.15635263
422.00000000,52.17935934,5.15504789
422.50000000,52.17962298,5.15374313
423.00000000,52.17988662,5.15243835
423.50000000,52.18015024,5.15113356
424.00000000,52.18041384,5.14982876
424.50000000,52.18067743,5.14852394
425.00000000,52.18094101,5.14721910
425.50000000,52.18120457,5.14591425
426.00000000,52.18146811,5.14460938
426.50000000,52.18173165,5.14330450
427.00000000,52.18199516,5.14199960
427.50000000,52.18225867,5.14069469
428.00000000,52.18252216,5.13938976
428.50000000,52.18278563,5.13808481
429.00000000,52.18304909,5.13677985
429.50000000,52.18331254,5.13547488
430.00000000,52.18357597,5.13416989
430.50000000,52.18383939,5.13286488
431.00000000,52.18410279,5.13155986
431.50000000,52.18436618,5.13025482
432.00000000,52.18462955,5.12894977
432.50000000,52.18489291,5.12764470
433.00000000,52.18515625,5.12633962
433.50000000,52.18541958,5.12503452
434.00000000,52.18568290,5.12372941
434.50000000,52.18594620,5.12242428
435.00000000,52.18620949,5.12111913
435.50000000,52.18647276,5.11981397
436.00000000,52.18673602,5.11850879
436.50000000,52.18699927,5.11720360
437.00000000,52.18726249,5.11589839
437.50000000,52.18752571,5.11459317
438.00000000,52.18778891,5.11328793
438.50000000,52.18805210,5.11198268
439.00000000,52.18831527,5.11067741
439.50000000,52.18857843,5.10937212
440.00000000,52.18884157,5.10806682
440.50000000,52.18910470,5.10676151
441.00000000,52.18936781,5.10545618
441.50000000,52.18963091,5.10415083
442.00000000,52.18989400,5.10284547
442.50000000,52.19015707,5.10154009
443.00000000,52.19042013,5.10023470
443.50000000,52.19068317,5.09892929
444.00000000,52.19094619,5.09762387
444.50000000,52.19120921,5.09631843
445.00000000,52.19147221,5.09501297
445.50000000,52.19173519,5.09370750
446.00000000,52.19199816,5.09240202
446.50000000,52.19226112,5.09109652
447.00000000,52.19252406,5.08979100
447.50000000,52.19278698,5.08848547
448.00000000,52.19304990,5.08717992
448.50000000,52.19331279,5.08587436
449.00000000,52.19357568,5.08456878
449.50000000,52.19383854,5.08326318
450.00000000,52.19410140,5.08195757
450.50000000,52.19436424,5.08065195
451.00000000,52.19462706,5.07934631
451.50000000,52.19488987,5.07804065
452.00000000,52.19515267,5.07673498
452.50000000,52.19541545,5.07542929
453.00000000,52.19567822,5.07412359
453.50000000,52.19594097,5.07281787
454.00000000,52.19620371,5.07151214
454.50000000,52.19646645,5.07020640
455.00000000,52.19672919,5.06890065
455.50000000,52.19699194,5.06759490
456.00000000,52.19725468,5.06628914
456.50000000,52.19751742,5.06498337
457.00000000,52.19778016,5.06367759
457.50000000,52.19804290,5.06237181
458.00000000,52.19830565,5.06106601
458.50000000,52.19856839,5.05976021
459.00000000,52.19883113,5.05845440
